Calendar for billionplus2 only Earnings
April 2021
Date est,Date act,Time est,Time act,Symbol,Quarter,EPS est,EPS act,Status
4/1/21,4/1/21,Before Market,5:50:00 AM CDT,KMX,Q4,1.239,1.27,Verified
4/6/21,4/6/21,Before Market,5:00:00 AM CDT,GBX,Q2,-0.39,-0.28,Verified
4/6/21,4/6/21,Before Market,5:45:00 AM CDT,LNN,Q2,0.875,1.08,Verified
4/6/21,4/6/21,Before Market,7:00:00 AM CDT,MAGS,Q4,<empty>,-0.02,Verified
4/6/21,4/6/21,Before Market,7:30:00 AM CDT,PAYX,Q3,0.927,0.96,Verified
4/7/21,4/7/21,Before Market,5:30:00 AM CDT,MSM,Q2,1.014,1.03,Verified
4/7/21,4/7/21,Before Market,5:45:00 AM CDT,RPM,Q3,0.337,0.38,Verified
4/7/21,4/7/21,Before Market,6:00:00 AM CDT,SMPL,Q2,0.222,0.25,Verified
4/7/21,4/7/21,Before Market,7:30:00 AM CDT,LW,Q3,0.513,0.45,Verified
4/7/21,4/7/21,Before Market,8:15:00 AM CDT,CCL,Q1,-1.655,<empty>,Verified
4/7/21,4/7/21,Before Market,8:15:00 AM CDT,CUK,Q1,<empty>,<empty>,Verified
4/8/21,4/8/21,Before Market,6:30:00 AM CDT,CAG,Q3,0.576,0.59,Verified
4/8/21,4/8/21,Before Market,6:30:00 AM CDT,STZ,Q4,1.49,1.82,Verified
4/8/21,4/8/21,After Market,3:01:00 PM CDT,PSMT,Q2,<empty>,0.92,Verified
4/8/21,4/8/21,After Market,3:05:00 PM CDT,WDFC,Q2,1.315,1.24,Verified
4/8/21,4/8/21,After Market,3:10:00 PM CDT,LEVI,Q1,0.24,0.34,Verified
4/8/21,4/8/21,After Market,3:18:00 PM CDT,AFYA,Q4,<empty>,<empty>,Verified
4/9/21,4/9/21,Before Market,6:22:00 AM CDT,JKS,Q4,<empty>,<empty>,Verified
4/13/21,4/13/21,Before Market,5:50:00 AM CDT,FAST,Q1,0.368,0.37,Verified
4/13/21,4/13/21,After Market,3:01:00 PM CDT,NRIX,Q1,-0.427,-0.63,Verified
4/13/21,4/13/21,After Market,6:00:00 PM CDT,WAFD,Q2,0.485,0.56,Verified
4/14/21,4/14/21,Before Market,12:00:00 AM CDT,GS,Q1,9.787,18.6,Verified
4/14/21,4/14/21,Before Market,12:00:00 AM CDT,INFY,Q4,0.161,0.16,Verified
4/14/21,4/14/21,Before Market,5:45:00 AM CDT,JPM,Q1,3.046,4.5,Verified
4/14/21,4/14/21,Before Market,6:45:00 AM CDT,WFC,Q1,0.69,1.05,Verified
4/14/21,4/14/21,After Market,3:15:00 PM CDT,AGX,Q4,<empty>,0.6,Verified
4/14/21,4/14/21,After Market,4:37:00 PM CDT,PEP,Q1,1.119,1.24,Verified
4/15/21,4/15/21,Before Market,12:00:00 AM CDT,TSM,Q1,0.91,<empty>,Verified
4/15/21,4/15/21,Before Market,4:45:00 AM CDT,TFC,Q1,1.119,1.18,Verified
4/15/21,4/15/21,Before Market,4:55:00 AM CDT,UNH,Q1,4.423,5.31,Verified
4/15/21,4/15/21,Before Market,5:00:00 AM CDT,CBSH,Q1,0.964,1.11,Verified
4/15/21,4/15/21,Before Market,5:04:00 AM CDT,BAC,Q1,0.651,0.86,Verified
4/15/21,4/15/21,Before Market,5:16:00 AM CDT,BLK,Q1,7.636,7.77,Verified
4/15/21,4/15/21,Before Market,5:45:00 AM CDT,USB,Q1,0.947,1.45,Verified
4/15/21,4/15/21,Before Market,6:59:00 AM CDT,C,Q1,2.563,3.62,Verified
4/15/21,4/15/21,Before Market,7:15:00 AM CDT,HOMB,Q1,0.44,0.55,Verified
4/15/21,4/15/21,Before Market,7:15:00 AM CDT,PGR,Q1,1.78,2.51,Verified
4/15/21,4/15/21,Before Market,7:45:00 AM CDT,DAL,Q1,-3.005,-3.55,Verified
4/15/21,4/15/21,Before Market,7:45:00 AM CDT,SCHW,Q1,0.819,0.73,Verified
4/15/21,4/15/21,During Market,9:50:00 AM CDT,WABC,Q1,0.75,0.75,Verified
4/15/21,4/15/21,After Market,3:01:00 PM CDT,MRTN,Q1,0.2,0.22,Verified
4/15/21,4/15/21,Unspecified,3:05:00 PM CDT,JBHT,Q1,1.177,1.37,Verified
4/15/21,4/15/21,After Market,3:10:00 PM CDT,AA,Q1,0.475,0.79,Verified
4/15/21,4/15/21,After Market,3:12:00 PM CDT,WAL,Q1,1.458,1.9,Verified
4/15/21,4/15/21,After Market,3:17:00 PM CDT,PPG,Q1,1.58,1.88,Verified
4/15/21,4/15/21,After Market,3:20:00 PM CDT,BANF,Q1,0.993,1.27,Verified
4/16/21,4/16/21,Before Market,5:20:00 AM CDT,CFG,Q1,0.966,1.41,Verified
4/16/21,4/16/21,Before Market,5:30:00 AM CDT,BK,Q1,0.866,0.97,Verified
4/16/21,4/16/21,Before Market,5:49:00 AM CDT,PNC,Q1,2.754,4.1,Verified
4/16/21,4/16/21,Before Market,6:05:00 AM CDT,EH,Q4,<empty>,-0.02,Verified
4/16/21,4/16/21,Before Market,6:30:00 AM CDT,ALLY,Q1,1.177,2.09,Verified
4/16/21,4/16/21,Before Market,6:30:00 AM CDT,MS,Q1,1.715,2.19,Verified
4/16/21,4/16/21,Before Market,6:35:00 AM CDT,STT,Q1,1.343,1.37,Verified
4/17/21,4/17/21,Before Market,12:00:00 AM CDT,HDB,Q4,0.61,<empty>,Verified
4/19/21,4/19/21,Before Market,5:26:00 AM CDT,KEN,Q4,<empty>,<empty>,Verified
4/19/21,4/19/21,Before Market,5:30:00 AM CDT,HOG,Q1,0.871,1.68,Verified
4/19/21,4/19/21,Before Market,5:37:00 AM CDT,MTB,Q1,2.959,3.33,Verified
4/19/21,4/19/21,Before Market,5:50:00 AM CDT,WBS,Q1,0.892,1.17,Verified
4/19/21,4/19/21,Before Market,5:55:00 AM CDT,KO,Q1,0.497,0.55,Verified
4/19/21,4/19/21,Before Market,7:00:00 AM CDT,ONB,Q1,0.397,0.52,Verified
4/19/21,4/19/21,Before Market,7:05:00 AM CDT,PLD,Q1,0.937,0.97,Verified
4/19/21,4/19/21,After Market,3:00:00 PM CDT,SFBS,Q1,0.943,0.95,Verified
4/19/21,4/19/21,After Market,3:08:00 PM CDT,IBM,Q1,1.668,1.77,Verified
4/19/21,4/19/21,After Market,3:10:00 PM CDT,ZION,Q1,1.146,1.9,Verified
4/19/21,4/19/21,After Market,3:15:00 PM CDT,HXL,Q1,-0.186,-0.1,Verified
4/19/21,4/19/21,After Market,3:16:00 PM CDT,ELS,Q1,0.595,0.63,Verified
4/19/21,4/19/21,After Market,3:30:00 PM CDT,FNB,Q1,0.267,0.28,Verified
4/19/21,4/19/21,After Market,3:30:00 PM CDT,STLD,Q1,1.975,2.1,Verified
4/19/21,4/19/21,After Market,3:30:00 PM CDT,UAL,Q1,-6.972,-7.5,Verified
4/19/21,4/19/21,After Market,3:41:00 PM CDT,WTFC,Q1,1.405,2.54,Verified
4/19/21,4/19/21,After Market,4:00:00 PM CDT,CCK,Q1,1.388,1.83,Verified
4/19/21,4/19/21,After Market,5:06:00 PM CDT,PNFP,Q1,1.382,1.61,Verified
4/20/21,4/20/21,Before Market,12:00:00 AM CDT,PM,Q1,1.396,1.55,Verified
4/20/21,4/20/21,Before Market,4:16:00 AM CDT,EDU,Q3,<empty>,0.1,Verified
4/20/21,4/20/21,Before Market,5:00:00 AM CDT,PEBO,Q1,0.718,0.79,Verified
4/20/21,4/20/21,Before Market,5:30:00 AM CDT,DOV,Q1,1.471,1.81,Verified
4/20/21,4/20/21,Before Market,5:30:00 AM CDT,FITB,Q1,0.689,0.93,Verified
4/20/21,4/20/21,Before Market,5:30:00 AM CDT,JNJ,Q1,2.31,2.59,Verified
4/20/21,4/20/21,Before Market,5:30:00 AM CDT,KEY,Q1,0.491,0.61,Verified
4/20/21,4/20/21,Before Market,5:37:00 AM CDT,CMA,Q1,1.379,2.43,Verified
4/20/21,4/20/21,Before Market,5:40:00 AM CDT,OMC,Q1,1.135,1.33,Verified
4/20/21,4/20/21,Before Market,5:57:00 AM CDT,TRV,Q1,2.443,2.73,Verified
4/20/21,4/20/21,Before Market,6:00:00 AM CDT,MLI,Q1,<empty>,1.11,Verified
4/20/21,4/20/21,Before Market,6:00:00 AM CDT,PG,Q3,1.184,1.26,Verified
4/20/21,4/20/21,Before Market,6:01:00 AM CDT,IRDM,Q1,-0.053,-0.04,Verified
4/20/21,4/20/21,Before Market,6:26:00 AM CDT,NTRS,Q1,1.509,1.7,Verified
4/20/21,4/20/21,Before Market,6:29:00 AM CDT,LMT,Q1,6.323,6.56,Verified
4/20/21,4/20/21,Before Market,6:30:00 AM CDT,ABT,Q1,1.333,1.32,Verified
4/20/21,4/20/21,Before Market,6:30:00 AM CDT,AN,Q1,1.8,2.79,Verified
4/20/21,4/20/21,Before Market,6:30:00 AM CDT,MAN,Q1,0.655,1.11,Verified
4/20/21,4/20/21,Before Market,7:00:00 AM CDT,SFNC,Q1,0.518,0.59,Verified
4/20/21,4/20/21,Before Market,7:30:00 AM CDT,BMI,Q1,0.433,0.47,Verified
4/20/21,4/20/21,Before Market,7:30:00 AM CDT,GATX,Q1,0.86,1.02,Verified
4/20/21,4/20/21,After Market,3:00:00 PM CDT,HWC,Q1,0.967,1.21,Verified
4/20/21,4/20/21,After Market,3:00:00 PM CDT,NFLX,Q1,2.976,3.75,Verified
4/20/21,4/20/21,After Market,3:01:00 PM CDT,IBKR,Q1,0.9,0.98,Verified
4/20/21,4/20/21,After Market,3:02:00 PM CDT,CSX,Q1,0.948,0.93,Verified
4/20/21,4/20/21,After Market,3:05:00 PM CDT,FOR,Q2,0.405,0.59,Verified
4/20/21,4/20/21,After Market,3:05:00 PM CDT,ISRG,Q1,2.053,3.52,Verified
4/20/21,4/20/21,After Market,3:10:00 PM CDT,THC,Q1,0.804,1.3,Verified
4/20/21,4/20/21,After Market,3:10:00 PM CDT,WRB,Q1,0.89,1.08,Verified
4/20/21,4/20/21,After Market,3:15:00 PM CDT,EW,Q1,0.472,0.54,Verified
4/20/21,4/20/21,After Market,3:30:00 PM CDT,FULT,Q1,0.34,0.43,Verified
4/20/21,4/20/21,After Market,3:30:00 PM CDT,LRN,Q3,0.47,0.57,Verified
4/20/21,4/20/21,After Market,3:30:00 PM CDT,PFBC,Q1,1.358,1.42,Verified
4/21/21,4/21/21,Before Market,12:00:00 AM CDT,ASML,Q1,3.08,3.863,Verified
4/21/21,4/21/21,Before Market,4:00:00 AM CDT,LAD,Q1,4.732,5.81,Verified
4/21/21,4/21/21,Before Market,5:00:00 AM CDT,FCFS,Q1,0.63,0.85,Verified
4/21/21,4/21/21,Before Market,5:00:00 AM CDT,TEL,Q2,1.472,1.57,Verified
4/21/21,4/21/21,Before Market,5:30:00 AM CDT,BKR,Q1,0.109,0.12,Verified
4/21/21,4/21/21,Before Market,5:45:00 AM CDT,FHN,Q1,0.369,0.51,Verified
4/21/21,4/21/21,Before Market,5:45:00 AM CDT,HAL,Q1,0.169,0.19,Verified
4/21/21,4/21/21,Before Market,6:00:00 AM CDT,HCSG,Q1,0.29,0.33,Verified
4/21/21,4/21/21,Before Market,6:00:00 AM CDT,NDAQ,Q1,1.74,1.96,Verified
4/21/21,4/21/21,Before Market,6:00:00 AM CDT,RCI,Q1,0.515,0.611,Verified
4/21/21,4/21/21,Before Market,6:30:00 AM CDT,NEE,Q1,0.6,0.67,Verified
4/21/21,4/21/21,Before Market,6:30:00 AM CDT,OFG,Q1,0.46,0.56,Verified
4/21/21,4/21/21,Before Market,6:30:00 AM CDT,SYBT,Q1,0.75,0.99,Verified
4/21/21,4/21/21,Before Market,6:30:00 AM CDT,VZ,Q1,1.287,1.31,Verified
4/21/21,4/21/21,Before Market,6:55:00 AM CDT,BOKF,Q1,1.916,2.1,Verified
4/21/21,4/21/21,Before Market,7:30:00 AM CDT,CTBI,Q1,1,1.33,Verified
4/21/21,4/21/21,Before Market,8:04:00 AM CDT,KNX,Q1,0.7,0.83,Verified
4/21/21,4/21/21,After Market,3:00:00 PM CDT,BANR,Q1,1.043,1.33,Verified
4/21/21,4/21/21,After Market,3:01:00 PM CDT,SEIC,Q1,0.895,0.89,Verified
4/21/21,4/21/21,After Market,3:03:00 PM CDT,TCBI,Q1,1.109,1.33,Verified
4/21/21,4/21/21,After Market,3:05:00 PM CDT,CHDN,Q1,0.56,0.87,Verified
4/21/21,4/21/21,After Market,3:05:00 PM CDT,CP,Q1,3.468,3.553,Verified
4/21/21,4/21/21,After Market,3:05:00 PM CDT,KMI,Q1,0.231,0.6,Verified
4/21/21,4/21/21,After Market,3:05:00 PM CDT,LRCX,Q3,6.564,7.49,Verified
4/21/21,4/21/21,After Market,3:05:00 PM CDT,LVS,Q1,-0.266,-0.3,Verified
4/21/21,4/21/21,After Market,3:05:00 PM CDT,UFPI,Q1,0.897,1.67,Verified
4/21/21,4/21/21,After Market,3:05:00 PM CDT,WHR,Q1,5.375,7.2,Verified
4/21/21,4/21/21,After Market,3:10:00 PM CDT,CMG,Q1,4.925,5.36,Verified
4/21/21,4/21/21,After Market,3:10:00 PM CDT,GGG,Q1,0.501,0.58,Verified
4/21/21,4/21/21,After Market,3:10:00 PM CDT,RLI,Q1,0.74,0.87,Verified
4/21/21,4/21/21,After Market,3:15:00 PM CDT,ARR,Q1,<empty>,0.23,Verified
4/21/21,4/21/21,After Market,3:15:00 PM CDT,CACI,Q3,3.687,5.28,Verified
4/21/21,4/21/21,After Market,3:15:00 PM CDT,CCI,Q1,1.525,1.2,Verified
4/21/21,4/21/21,After Market,3:15:00 PM CDT,GL,Q1,1.65,1.7,Verified
4/21/21,4/21/21,After Market,3:15:00 PM CDT,LSTR,Q1,1.607,2.01,Verified
4/21/21,4/21/21,After Market,3:15:00 PM CDT,REXR,Q1,0.342,0.36,Verified
4/21/21,4/21/21,After Market,3:15:00 PM CDT,RHI,Q1,0.799,0.98,Verified
4/21/21,4/21/21,After Market,3:15:00 PM CDT,RUSHA,Q1,0.53,0.79,Verified
4/21/21,4/21/21,After Market,3:15:00 PM CDT,SLG,Q1,1.58,1.73,Verified
4/21/21,4/21/21,After Market,3:16:00 PM CDT,VMI,Q1,2.123,2.57,Verified
4/21/21,4/21/21,After Market,3:19:00 PM CDT,TR,Q1,<empty>,0.16,Verified
4/21/21,4/21/21,After Market,3:20:00 PM CDT,STC,Q1,<empty>,1.92,Verified
4/21/21,4/21/21,After Market,3:25:00 PM CDT,PLXS,Q2,1.253,1.49,Verified
4/21/21,4/21/21,After Market,3:30:00 PM CDT,CHCO,Q1,1.127,1.25,Verified
4/21/21,4/21/21,After Market,3:30:00 PM CDT,EFX,Q1,1.523,1.97,Verified
4/21/21,4/21/21,After Market,3:30:00 PM CDT,LOB,Q1,0.618,0.88,Verified
4/21/21,4/21/21,After Market,3:30:00 PM CDT,SLM,Q1,1,1.77,Verified
4/21/21,4/21/21,After Market,3:34:00 PM CDT,FR,Q1,0.456,0.46,Verified
4/21/21,4/21/21,After Market,3:50:00 PM CDT,CVBF,Q1,0.366,0.47,Verified
4/21/21,4/21/21,After Market,4:01:00 PM CDT,CNS,Q1,0.81,0.79,Verified
4/21/21,4/21/21,After Market,4:01:00 PM CDT,NEU,Q1,<empty>,6.38,Verified
4/21/21,4/21/21,After Market,4:30:00 PM CDT,OSBC,Q1,0.263,0.4,Verified
4/21/21,4/21/21,After Market,6:30:00 PM CDT,NWE,Q1,1.2,1.26,Verified
4/22/21,4/22/21,Before Market,12:00:00 AM CDT,KB,Q1,<empty>,<empty>,Verified
4/22/21,4/22/21,Before Market,12:00:00 AM CDT,SAP,Q1,0.7,1.685,Verified
4/22/21,4/22/21,Before Market,4:30:00 AM CDT,ALLE,Q1,1.02,1.2,Verified
4/22/21,4/22/21,Before Market,4:55:00 AM CDT,PNR,Q1,0.614,0.81,Verified
4/22/21,4/22/21,Before Market,5:00:00 AM CDT,BANC,Q1,0.258,0.25,Verified
4/22/21,4/22/21,Before Market,5:00:00 AM CDT,DHR,Q1,1.671,2.52,Verified
4/22/21,4/22/21,Before Market,5:00:00 AM CDT,DOW,Q1,1.103,1.36,Verified
4/22/21,4/22/21,Before Market,5:00:00 AM CDT,TPH,Q1,0.46,0.59,Verified
4/22/21,4/22/21,Before Market,5:03:00 AM CDT,GTLS,Q1,0.684,0.74,Verified
4/22/21,4/22/21,Before Market,5:15:00 AM CDT,GRC,Q1,<empty>,0.28,Verified
4/22/21,4/22/21,Before Market,5:24:00 AM CDT,CADE,Q1,0.493,0.83,Verified
4/22/21,4/22/21,Before Market,5:30:00 AM CDT,DHI,Q2,2.2,2.53,Verified
4/22/21,4/22/21,Before Market,5:30:00 AM CDT,HRI,Q1,0.253,1.1,Verified
4/22/21,4/22/21,Before Market,5:30:00 AM CDT,MKTX,Q1,2.122,2.11,Verified
4/22/21,4/22/21,Before Market,5:30:00 AM CDT,SNA,Q1,3.014,3.5,Verified
4/22/21,4/22/21,Before Market,5:31:00 AM CDT,VLO,Q1,-1.914,-1.73,Verified
4/22/21,4/22/21,Before Market,5:34:00 AM CDT,T,Q1,0.771,0.86,Verified
4/22/21,4/22/21,Before Market,5:44:00 AM CDT,AMAL,Q1,0.357,0.41,Verified
4/22/21,4/22/21,Before Market,5:45:00 AM CDT,BKU,Q1,0.741,1.06,Verified
4/22/21,4/22/21,Before Market,5:45:00 AM CDT,DGX,Q1,3.773,3.76,Verified
4/22/21,4/22/21,Before Market,5:45:00 AM CDT,FAF,Q1,1.29,2.1,Verified
4/22/21,4/22/21,Before Market,5:45:00 AM CDT,LUV,Q1,-1.823,-1.72,Verified
4/22/21,4/22/21,Before Market,5:45:00 AM CDT,SON,Q1,0.853,0.71,Verified
4/22/21,4/22/21,Before Market,5:45:00 AM CDT,TSCO,Q1,0.99,1.55,Verified
4/22/21,4/22/21,Before Market,5:50:00 AM CDT,RS,Q1,3.693,4.1,Verified
4/22/21,4/22/21,Before Market,5:55:00 AM CDT,BX,Q1,0.722,2.46,Verified
4/22/21,4/22/21,Before Market,5:57:00 AM CDT,AEP,Q1,1.227,1.15,Verified
4/22/21,4/22/21,Before Market,5:58:00 AM CDT,HIG,Q1,0.754,0.56,Verified
4/22/21,4/22/21,Before Market,6:00:00 AM CDT,AAL,Q1,-4.346,-4.32,Verified
4/22/21,4/22/21,Before Market,6:00:00 AM CDT,CLF,Q1,0.325,0.07,Verified
4/22/21,4/22/21,Before Market,6:00:00 AM CDT,HBAN,Q1,0.333,0.48,Verified
4/22/21,4/22/21,Before Market,6:00:00 AM CDT,IQV,Q1,1.698,2.18,Verified
4/22/21,4/22/21,Before Market,6:00:00 AM CDT,ODFL,Q1,1.577,1.7,Verified
4/22/21,4/22/21,Before Market,6:00:00 AM CDT,POOL,Q1,1.195,2.32,Verified
4/22/21,4/22/21,Before Market,6:08:00 AM CDT,BIIB,Q1,5.059,5.34,Verified
4/22/21,4/22/21,Before Market,6:30:00 AM CDT,AUB,Q1,0.763,0.67,Verified
4/22/21,4/22/21,Before Market,6:30:00 AM CDT,HCA,Q1,3.351,4.14,Verified
4/22/21,4/22/21,Before Market,6:30:00 AM CDT,SAFE,Q1,0.32,0.32,Verified
4/22/21,4/22/21,Before Market,6:30:00 AM CDT,STBA,Q1,0.68,0.81,Verified
4/22/21,4/22/21,Before Market,6:30:00 AM CDT,TRN,Q1,0.03,0.07,Verified
4/22/21,4/22/21,Before Market,6:30:00 AM CDT,WSO,Q1,0.909,1.39,Verified
4/22/21,4/22/21,Before Market,7:00:00 AM CDT,ALK,Q1,-3.706,-3.51,Verified
4/22/21,4/22/21,Before Market,7:00:00 AM CDT,EWBC,Q1,1.226,1.44,Verified
4/22/21,4/22/21,Before Market,7:00:00 AM CDT,FCX,Q1,0.513,0.51,Verified
4/22/21,4/22/21,Before Market,7:00:00 AM CDT,FRME,Q1,0.783,0.91,Verified
4/22/21,4/22/21,Before Market,7:00:00 AM CDT,NUE,Q1,3.14,3.1,Verified
4/22/21,4/22/21,Before Market,7:00:00 AM CDT,RBCAA,Q1,<empty>,0.98,Verified
4/22/21,4/22/21,Before Market,7:00:00 AM CDT,UNP,Q1,2.055,2,Verified
4/22/21,4/22/21,Before Market,7:20:00 AM CDT,GPC,Q1,1.212,1.5,Verified
4/22/21,4/22/21,Before Market,8:00:00 AM CDT,ORI,Q1,0.45,1.68,Verified
4/22/21,4/22/21,Before Market,8:20:00 AM CDT,SRCE,Q1,0.88,1.1,Verified
4/22/21,4/22/21,After Market,3:01:00 PM CDT,OZK,Q1,0.87,1.14,Verified
4/22/21,4/22/21,After Market,3:02:00 PM CDT,FFIN,Q1,0.37,0.4,Verified
4/22/21,4/22/21,After Market,3:02:00 PM CDT,SBCF,Q1,0.48,0.63,Verified
4/22/21,4/22/21,After Market,3:05:00 PM CDT,ABCB,Q1,1.124,1.66,Verified
4/22/21,4/22/21,After Market,3:05:00 PM CDT,CSL,Q1,0.675,1.47,Verified
4/22/21,4/22/21,After Market,3:05:00 PM CDT,INTC,Q1,1.151,1.39,Verified
4/22/21,4/22/21,After Market,3:05:00 PM CDT,KN,Q1,0.2,0.29,Verified
4/22/21,4/22/21,After Market,3:05:00 PM CDT,MAT,Q1,-0.336,-0.1,Verified
4/22/21,4/22/21,After Market,3:05:00 PM CDT,STX,Q3,1.18,1.48,Verified
4/22/21,4/22/21,After Market,3:05:00 PM CDT,VICR,Q1,0.26,0.34,Verified
4/22/21,4/22/21,After Market,3:05:00 PM CDT,VRSN,Q1,1.29,1.33,Verified
4/22/21,4/22/21,After Market,3:07:00 PM CDT,WSFS,Q1,0.877,1.39,Verified
4/22/21,4/22/21,After Market,3:10:00 PM CDT,NBHC,Q1,0.71,0.86,Verified
4/22/21,4/22/21,After Market,3:15:00 PM CDT,ASB,Q1,0.43,0.58,Verified
4/22/21,4/22/21,After Market,3:15:00 PM CDT,EIG,Q1,0.44,0.51,Verified
4/22/21,4/22/21,After Market,3:15:00 PM CDT,FFBC,Q1,0.477,0.5,Verified
4/22/21,4/22/21,After Market,3:15:00 PM CDT,INDB,Q1,1.113,1.26,Verified
4/22/21,4/22/21,After Market,3:15:00 PM CDT,SAM,Q1,2.392,5.26,Verified
4/22/21,4/22/21,After Market,3:20:00 PM CDT,FE,Q1,0.683,0.69,Verified
4/22/21,4/22/21,After Market,3:25:00 PM CDT,CE,Q1,3.013,3.46,Verified
4/22/21,4/22/21,After Market,3:30:00 PM CDT,ASR,Q1,0.925,1.541,Verified
4/22/21,4/22/21,After Market,3:30:00 PM CDT,GBCI,Q1,0.754,0.85,Verified
4/22/21,4/22/21,After Market,4:15:00 PM CDT,HTH,Q1,1.093,1.46,Verified
4/23/21,4/23/21,Before Market,5:00:00 AM CDT,RF,Q1,0.477,0.63,Verified
4/23/21,4/23/21,Before Market,5:13:00 AM CDT,ALV,Q1,1.393,1.79,Verified
4/23/21,4/23/21,Before Market,5:30:00 AM CDT,AZZ,Q4,0.47,0.62,Verified
4/23/21,4/23/21,Before Market,5:50:00 AM CDT,HON,Q1,1.803,2.03,Verified
4/23/21,4/23/21,Before Market,5:50:00 AM CDT,SLB,Q1,0.187,0.21,Verified
4/23/21,4/23/21,Before Market,5:55:00 AM CDT,SXT,Q1,<empty>,0.77,Verified
4/23/21,4/23/21,Before Market,6:00:00 AM CDT,AXP,Q1,1.678,2.74,Verified
4/23/21,4/23/21,Before Market,6:30:00 AM CDT,KMB,Q1,1.9,1.8,Verified
4/23/21,4/23/21,Before Market,6:50:00 AM CDT,UBSI,Q1,0.74,0.83,Verified
4/23/21,4/23/21,Before Market,7:00:00 AM CDT,FHB,Q1,0.457,0.44,Verified
4/23/21,4/23/21,Before Market,7:00:00 AM CDT,GNTX,Q1,0.486,0.46,Verified
4/23/21,,Before Market,,XLY,Q4,<empty>,<empty>,Unconfirmed
4/23/21,4/23/21,After Market,3:15:00 PM CDT,PRK,Q1,2.093,2.61,Verified
4/24/21,4/24/21,Unspecified,12:00:00 AM CDT,IBN,Q4,0.18,<empty>,Verified
4/25/21,4/25/21,Before Market,12:00:00 AM CDT,PKX,Q1,<empty>,<empty>,Verified
4/26/21,4/26/21,Before Market,12:00:00 AM CDT,PHG,Q1,<empty>,<empty>,Verified
4/26/21,4/26/21,Unspecified,12:00:00 AM CDT,VALE,Q1,1.007,1.09,Verified
4/26/21,4/26/21,Before Market,4:00:00 AM CDT,CHKP,Q1,1.334,1.54,Verified
4/26/21,4/26/21,Before Market,5:15:00 AM CDT,OTIS,Q1,0.623,0.72,Verified
4/26/21,4/26/21,Before Market,5:45:00 AM CDT,BOH,Q1,1.18,1.5,Verified
4/26/21,4/26/21,Before Market,5:45:00 AM CDT,CBU,Q1,0.813,0.97,Verified
4/26/21,4/26/21,Before Market,6:00:00 AM CDT,ARLP,Q1,0.18,0.19,Verified
4/26/21,4/26/21,Before Market,6:00:00 AM CDT,DORM,Q1,1.017,1.04,Verified
4/26/21,4/26/21,Before Market,6:10:00 AM CDT,FBP,Q1,0.24,0.31,Verified
4/26/21,4/26/21,Before Market,6:30:00 AM CDT,ACI,Q4,0.5,0.6,Verified
4/26/21,4/26/21,Before Market,6:30:00 AM CDT,LII,Q1,1.293,2.27,Verified
4/26/21,4/26/21,Before Market,7:00:00 AM CDT,LKFN,Q1,0.86,0.9,Verified
4/26/21,4/26/21,Before Market,8:00:00 AM CDT,NWBI,Q1,0.28,0.32,Verified
4/26/21,4/26/21,During Market,1:47:00 PM CDT,AMKR,Q1,0.385,0.49,Verified
4/26/21,4/26/21,After Market,3:00:00 PM CDT,JJSF,Q2,0.133,0.32,Verified
4/26/21,4/26/21,After Market,3:01:00 PM CDT,NXPI,Q1,1.888,1.25,Verified
4/26/21,4/26/21,After Market,3:01:00 PM CDT,SBAC,Q1,2.274,-0.11,Verified
4/26/21,4/26/21,After Market,3:04:00 PM CDT,EFSC,Q1,0.945,0.96,Verified
4/26/21,4/26/21,After Market,3:05:00 PM CDT,CDNS,Q1,0.535,0.83,Verified
4/26/21,4/26/21,After Market,3:05:00 PM CDT,CNI,Q1,0.988,0.986,Verified
4/26/21,4/26/21,After Market,3:05:00 PM CDT,MASI,Q1,0.883,0.9,Verified
4/26/21,4/26/21,After Market,3:05:00 PM CDT,SSNC,Q1,1.05,1.18,Verified
4/26/21,4/26/21,After Market,3:05:00 PM CDT,TSLA,Q1,0.438,0.93,Verified
4/26/21,4/26/21,After Market,3:08:00 PM CDT,AMP,Q1,4.73,5.43,Verified
4/26/21,4/26/21,After Market,3:10:00 PM CDT,ARE,Q1,1.85,1.91,Verified
4/26/21,4/26/21,After Market,3:10:00 PM CDT,PCH,Q1,1.713,1.94,Verified
4/26/21,4/26/21,After Market,3:15:00 PM CDT,AXTA,Q1,0.423,0.5,Verified
4/26/21,4/26/21,After Market,3:15:00 PM CDT,FBK,Q1,0.84,1.12,Verified
4/26/21,4/26/21,After Market,3:15:00 PM CDT,MEDP,Q1,1.01,1.14,Verified
4/26/21,4/26/21,After Market,3:15:00 PM CDT,NBTB,Q1,0.79,0.91,Verified
4/26/21,4/26/21,After Market,3:15:00 PM CDT,SSD,Q1,0.915,1.16,Verified
4/26/21,4/26/21,After Market,3:16:00 PM CDT,UHS,Q1,2.15,2.44,Verified
4/26/21,4/26/21,After Market,3:20:00 PM CDT,TNET,Q1,1.185,1.66,Verified
4/26/21,4/26/21,After Market,3:30:00 PM CDT,CATY,Q1,0.78,0.92,Verified
4/26/21,4/26/21,After Market,3:30:00 PM CDT,MKSI,Q1,2.17,2.56,Verified
4/26/21,4/26/21,After Market,3:30:00 PM CDT,OMF,Q1,2.116,3.37,Verified
4/26/21,4/26/21,After Market,3:35:00 PM CDT,AIN,Q1,0.62,0.87,Verified
