Calendar for billionplus2 only Earnings
April 2021
Date est,Date act,Time est,Time act,Symbol,Quarter,EPS est,EPS act,Status
8/4/22,8/4/22,After Market,3:05:00 PM CDT,IRTC,Q2,-0.942,-0.79,Verified
8/4/22,8/4/22,After Market,3:05:00 PM CDT,LASR,Q2,-0.22,-0.07,Verified
8/4/22,8/4/22,After Market,3:05:00 PM CDT,LEU,Q2,0.8,2.51,Verified
8/4/22,8/4/22,After Market,3:05:00 PM CDT,LOPE,Q2,0.84,0.85,Verified
8/4/22,8/4/22,After Market,3:05:00 PM CDT,LYFT,Q2,-0.577,-1.08,Verified
8/4/22,8/4/22,After Market,3:05:00 PM CDT,MP,Q2,0.33,0.43,Verified
8/4/22,8/4/22,After Market,3:05:00 PM CDT,NTRA,Q2,-1.466,-1.5,Verified
8/4/22,8/4/22,After Market,3:05:00 PM CDT,PCTY,Q4,0.223,0.8,Verified
8/4/22,8/4/22,After Market,3:05:00 PM CDT,PECO,Q2,0.54,0.55,Verified
8/4/22,8/4/22,After Market,3:05:00 PM CDT,PEN,Q2,-0.068,0.01,Verified
8/4/22,8/4/22,After Market,3:05:00 PM CDT,PGNY,Q2,0.017,0.09,Verified
8/4/22,8/4/22,After Market,3:05:00 PM CDT,PSA,Q2,3.921,4.58,Verified
8/4/22,8/4/22,After Market,3:05:00 PM CDT,PTGX,Q2,-0.99,-0.84,Verified
8/4/22,8/4/22,After Market,3:05:00 PM CDT,RAMP,Q1,-0.45,0.05,Verified
8/4/22,8/4/22,After Market,3:05:00 PM CDT,REZI,Q2,0.565,0.63,Verified
8/4/22,8/4/22,After Market,3:05:00 PM CDT,RKT,Q2,-0.002,-0.03,Verified
8/4/22,8/4/22,After Market,3:05:00 PM CDT,SPXC,Q2,0.61,0.71,Verified
8/4/22,8/4/22,After Market,3:05:00 PM CDT,STEP,Q1,0.3,-0.18,Verified
8/4/22,8/4/22,After Market,3:05:00 PM CDT,SYNA,Q4,3.127,3.87,Verified
8/4/22,8/4/22,After Market,3:05:00 PM CDT,TBPH,Q2,-0.06,-0.11,Verified
8/4/22,8/4/22,After Market,3:05:00 PM CDT,TDC,Q2,0.01,0.33,Verified
8/4/22,8/4/22,After Market,3:05:00 PM CDT,TDS,Q2,0.04,0.15,Verified
8/4/22,8/4/22,After Market,3:05:00 PM CDT,TEAM,Q4,-0.237,0.27,Verified
8/4/22,8/4/22,After Market,3:05:00 PM CDT,TRIN,Q2,0.45,0.48,Verified
8/4/22,8/4/22,After Market,3:05:00 PM CDT,TRIP,Q2,0.165,0.37,Verified
8/4/22,8/4/22,After Market,3:05:00 PM CDT,TWLO,Q2,-0.962,-0.11,Verified
8/4/22,8/4/22,After Market,3:05:00 PM CDT,TYRA,Q2,-0.333,-0.36,Verified
8/4/22,8/4/22,After Market,3:05:00 PM CDT,YELP,Q2,0.01,0.11,Verified
8/4/22,8/4/22,After Market,3:05:00 PM CDT,Z,Q2,<empty>,0.03,Verified
8/4/22,8/4/22,After Market,3:05:00 PM CDT,ZG,Q2,0.157,0.03,Verified
8/4/22,8/4/22,After Market,3:06:00 PM CDT,JAMF,Q2,-0.405,0.03,Verified
8/4/22,8/4/22,After Market,3:08:00 PM CDT,OLED,Q2,0.97,0.87,Verified
8/4/22,8/4/22,After Market,3:08:00 PM CDT,WLDN,Q2,-0.115,-0.06,Verified
8/4/22,8/4/22,After Market,3:09:00 PM CDT,WBD,Q2,0.003,-1.5,Verified
8/4/22,8/4/22,After Market,3:10:00 PM CDT,AAOI,Q2,-0.348,-0.28,Verified
8/4/22,8/4/22,After Market,3:10:00 PM CDT,HUBS,Q2,-0.73,0.44,Verified
8/4/22,8/4/22,After Market,3:10:00 PM CDT,HWKN,Q1,0.56,0.94,Verified
8/4/22,8/4/22,After Market,3:10:00 PM CDT,MSI,Q2,1.663,2.07,Verified
8/4/22,8/4/22,After Market,3:10:00 PM CDT,QDEL,Q2,3.56,2.34,Verified
8/4/22,8/4/22,After Market,3:10:00 PM CDT,RSG,Q2,1.182,1.32,Verified
8/4/22,8/4/22,After Market,3:10:00 PM CDT,XPO,Q2,1.502,1.81,Verified
8/4/22,8/4/22,After Market,3:15:00 PM CDT,AMH,Q2,0.381,0.33,Verified
8/4/22,8/4/22,After Market,3:15:00 PM CDT,APLE,Q2,0.448,0.48,Verified
8/4/22,8/4/22,After Market,3:15:00 PM CDT,BHF,Q2,2.83,3.29,Verified
8/4/22,8/4/22,After Market,3:15:00 PM CDT,EOG,Q2,2.985,4,Verified
8/4/22,8/4/22,After Market,3:15:00 PM CDT,GMED,Q2,0.54,0.56,Verified
8/4/22,8/4/22,After Market,3:15:00 PM CDT,GSAT,Q2,-0.01,-0.01,Verified
8/4/22,8/4/22,After Market,3:15:00 PM CDT,HASI,Q2,0.45,0.6,Verified
8/4/22,8/4/22,After Market,3:15:00 PM CDT,MAIN,Q2,0.703,0.78,Verified
8/4/22,8/4/22,After Market,3:15:00 PM CDT,MNST,Q2,0.684,0.51,Verified
8/4/22,8/4/22,After Market,3:15:00 PM CDT,NET,Q2,-0.111,0,Verified
8/4/22,8/4/22,After Market,3:15:00 PM CDT,REG,Q2,0.949,1,Verified
8/4/22,8/4/22,After Market,3:15:00 PM CDT,RGA,Q2,2.715,5.78,Verified
8/4/22,8/4/22,After Market,3:15:00 PM CDT,RSI,Q2,-0.1,-0.11,Verified
8/4/22,8/4/22,After Market,3:15:00 PM CDT,TDW,Q2,<empty>,-0.61,Verified
8/4/22,8/4/22,After Market,3:15:00 PM CDT,ZYME,Q2,-0.925,-0.92,Verified
8/4/22,8/4/22,After Market,3:16:00 PM CDT,EFC,Q2,0.445,0.41,Verified
8/4/22,8/4/22,After Market,3:20:00 PM CDT,CUBE,Q2,0.593,0.62,Verified
8/4/22,8/4/22,After Market,3:20:00 PM CDT,SXI,Q4,1.47,1.54,Verified
8/4/22,8/4/22,After Market,3:21:00 PM CDT,VTR,Q2,0.719,0.6,Verified
8/4/22,8/4/22,After Market,3:24:00 PM CDT,KWR,Q2,1.083,1.32,Verified
8/4/22,8/4/22,After Market,3:28:00 PM CDT,VCTR,Q2,1.084,1.11,Verified
8/4/22,8/4/22,After Market,3:30:00 PM CDT,AEE,Q2,0.808,0.8,Verified
8/4/22,8/4/22,After Market,3:30:00 PM CDT,OUST,Q2,<empty>,-0.16,Verified
8/4/22,8/4/22,After Market,3:30:00 PM CDT,SEM,Q2,0.51,0.43,Verified
8/4/22,8/4/22,After Market,3:31:00 PM CDT,MWA,Q3,0.2,0.19,Verified
8/4/22,8/4/22,After Market,3:45:00 PM CDT,NFG,Q3,1.47,1.54,Verified
8/4/22,8/4/22,After Market,3:46:00 PM CDT,ED,Q2,0.58,0.64,Verified
8/4/22,8/4/22,After Market,4:00:00 PM CDT,BRBR,Q3,0.298,0.31,Verified
8/4/22,8/4/22,After Market,4:00:00 PM CDT,CTVA,Q2,1.467,2.61,Verified
8/4/22,8/4/22,After Market,4:00:00 PM CDT,PBA,Q2,0.475,0.958,Verified
8/4/22,8/4/22,After Market,4:00:00 PM CDT,POST,Q3,0.577,0.82,Verified
8/4/22,8/4/22,After Market,4:03:00 PM CDT,AES,Q2,0.307,0.34,Verified
8/4/22,8/4/22,After Market,4:05:00 PM CDT,RBA,Q2,0.5,0.48,Verified
8/4/22,8/4/22,After Market,4:12:00 PM CDT,CTRE,Q2,0.353,0.36,Verified
8/4/22,8/4/22,After Market,4:14:00 PM CDT,MTZ,Q2,0.65,0.73,Verified
8/4/22,8/4/22,After Market,4:19:00 PM CDT,SBLK,Q2,1.745,2,Verified
8/4/22,8/4/22,After Market,5:00:00 PM CDT,LNT,Q2,0.58,0.63,Verified
8/4/22,8/4/22,After Market,5:30:00 PM CDT,HMN,Q2,-0.16,0.14,Verified
8/4/22,8/4/22,After Market,6:30:00 PM CDT,SU,Q2,1.743,2.11,Verified
8/5/22,8/5/22,Before Market,12:00:00 AM CDT,BEP,Q2,0.093,-0.03,Verified
8/5/22,8/5/22,Before Market,4:00:00 AM CDT,ACMR,Q2,0.01,0.22,Verified
8/5/22,8/5/22,Before Market,4:09:00 AM CDT,NHC,Q2,<empty>,0.46,Verified
8/5/22,8/5/22,Before Market,4:30:00 AM CDT,TILE,Q2,0.33,0.36,Verified
8/5/22,8/5/22,Before Market,5:00:00 AM CDT,AMRX,Q2,0.175,0.19,Verified
8/5/22,8/5/22,Before Market,5:00:00 AM CDT,PRLB,Q2,0.17,0.46,Verified
8/5/22,8/5/22,Before Market,5:00:00 AM CDT,PRM,Q2,-0.07,0.04,Verified
8/5/22,8/5/22,Before Market,5:00:00 AM CDT,TPC,Q2,0.385,-1.23,Verified
8/5/22,8/5/22,Before Market,5:30:00 AM CDT,CNK,Q2,0.134,-0.61,Verified
8/5/22,8/5/22,Before Market,5:30:00 AM CDT,ESNT,Q2,1.58,2.16,Verified
8/5/22,8/5/22,Before Market,5:30:00 AM CDT,VST,Q2,0.17,<empty>,Verified
8/5/22,8/5/22,Before Market,5:30:00 AM CDT,WAB,Q2,1.222,1.23,Verified
8/5/22,8/5/22,Before Market,5:45:00 AM CDT,BBU,Q2,1.26,<empty>,Verified
8/5/22,8/5/22,Before Market,5:45:00 AM CDT,TU,Q2,0.22,0.249,Verified
8/5/22,8/5/22,Before Market,5:50:00 AM CDT,ADNT,Q3,-0.018,0.08,Verified
8/5/22,8/5/22,Before Market,5:50:00 AM CDT,BEPC,Q2,-0.08,0.46,Verified
8/5/22,8/5/22,Before Market,5:50:00 AM CDT,FLR,Q2,0.305,0.13,Verified
8/5/22,8/5/22,Before Market,5:55:00 AM CDT,TRMB,Q2,0.499,0.64,Verified
8/5/22,8/5/22,Before Market,6:00:00 AM CDT,BHVN,Q2,-2.789,-6.21,Verified
8/5/22,8/5/22,Before Market,6:00:00 AM CDT,DKNG,Q2,-0.871,<empty>,Verified
8/5/22,8/5/22,Before Market,6:00:00 AM CDT,FYBR,Q2,0.276,0.41,Verified
8/5/22,8/5/22,Before Market,6:00:00 AM CDT,IMVT,Q1,-0.398,-0.35,Verified
8/5/22,8/5/22,Before Market,6:00:00 AM CDT,TAC,Q2,0.123,0.63,Verified
8/5/22,8/5/22,Before Market,6:30:00 AM CDT,ROAD,Q3,0.113,0.23,Verified
8/5/22,8/5/22,Before Market,6:30:00 AM CDT,TWST,Q3,-1.303,-1.08,Verified
8/5/22,8/5/22,Before Market,7:00:00 AM CDT,GLP,Q2,1.21,4.61,Verified
8/5/22,8/5/22,Before Market,7:00:00 AM CDT,GTES,Q2,0.2,0.32,Verified
8/5/22,8/5/22,Before Market,7:00:00 AM CDT,IMNM,Q2,<empty>,-0.74,Verified
8/5/22,8/5/22,Before Market,7:00:00 AM CDT,MMI,Q2,<empty>,1.04,Verified
8/5/22,8/5/22,Before Market,7:01:00 AM CDT,WDC,Q4,1.51,1.78,Verified
8/5/22,8/5/22,Before Market,7:15:00 AM CDT,BATRA,Q2,<empty>,<empty>,Verified
8/5/22,8/5/22,Before Market,7:15:00 AM CDT,BATRK,Q2,1.22,<empty>,Verified
8/5/22,8/5/22,Before Market,7:15:00 AM CDT,FWONA,Q2,<empty>,<empty>,Verified
8/5/22,8/5/22,Before Market,7:15:00 AM CDT,FWONK,Q2,0.15,<empty>,Verified
8/5/22,8/5/22,Before Market,7:15:00 AM CDT,LBRDA,Q2,<empty>,2.87,Verified
8/5/22,8/5/22,Before Market,7:15:00 AM CDT,LBRDK,Q2,1.78,2.87,Verified
8/5/22,8/5/22,Before Market,7:27:00 AM CDT,CLMT,Q2,0.25,-0.19,Verified
8/5/22,,Before Market,,AU,Q1,<empty>,<empty>,Verified
8/5/22,,Before Market,,WPP,Q1,<empty>,<empty>,Verified
8/5/22,8/5/22,After Market,4:30:00 PM CDT,UUUU,Q2,<empty>,<empty>,Verified
8/6/22,8/6/22,Before Market,12:00:00 AM CDT,BRK/B,Q2,2.935,-19.84,Verified
8/8/22,8/8/22,Before Market,5:00:00 AM CDT,BNTX,Q2,7.692,6.563,Verified
8/8/22,8/8/22,Before Market,5:00:00 AM CDT,GOLD,Q2,0.234,0.24,Verified
8/8/22,8/8/22,Before Market,5:00:00 AM CDT,HE,Q2,0.52,0.48,Verified
8/8/22,8/8/22,Before Market,5:00:00 AM CDT,RDWR,Q2,0.095,0.18,Verified
8/8/22,8/8/22,Before Market,5:03:00 AM CDT,CEPU,Q2,<empty>,<empty>,Verified
8/8/22,8/8/22,Before Market,5:30:00 AM CDT,DINO,Q2,4.504,5.59,Verified
8/8/22,8/8/22,Before Market,5:30:00 AM CDT,ELAN,Q2,0.255,0.36,Verified
8/8/22,8/8/22,Before Market,5:50:00 AM CDT,ANIP,Q2,-0.035,0.13,Verified
8/8/22,8/8/22,Before Market,5:50:00 AM CDT,ENR,Q3,0.783,0.77,Verified
8/8/22,8/8/22,Before Market,5:55:00 AM CDT,THS,Q2,-0.168,-0.04,Verified
8/8/22,8/8/22,Before Market,5:59:00 AM CDT,VTRS,Q2,0.808,0.26,Verified
8/8/22,8/8/22,Before Market,6:00:00 AM CDT,KRYS,Q2,-1.08,-1.1,Verified
8/8/22,8/8/22,Before Market,6:00:00 AM CDT,MNDY,Q2,-1.35,-0.33,Verified
8/8/22,8/8/22,Before Market,6:00:00 AM CDT,PLTR,Q2,-0.035,-0.01,Verified
8/8/22,8/8/22,Before Market,6:00:00 AM CDT,STOK,Q2,-0.7,-0.63,Verified
8/8/22,8/8/22,Before Market,6:00:00 AM CDT,TSN,Q3,1.913,1.94,Verified
8/8/22,8/8/22,Before Market,6:05:00 AM CDT,QURE,Q2,-0.958,-0.84,Verified
8/8/22,8/8/22,Before Market,6:30:00 AM CDT,AMR,Q2,30.89,-1.01,Verified
8/8/22,8/8/22,Before Market,6:30:00 AM CDT,D,Q2,0.767,1.23,Verified
8/8/22,8/8/22,Before Market,6:30:00 AM CDT,TGTX,Q2,-0.492,-0.3,Verified
8/8/22,8/8/22,Before Market,7:00:00 AM CDT,CRSP,Q2,-2.235,-2.4,Verified
8/8/22,8/8/22,Before Market,7:30:00 AM CDT,DXPE,Q2,<empty>,0.74,Verified
8/8/22,8/8/22,Before Market,8:00:00 AM CDT,TGNA,Q2,0.56,0.6,Verified
8/8/22,8/8/22,After Market,3:00:00 PM CDT,ESTA,Q2,-0.42,-1.52,Verified
8/8/22,8/8/22,After Market,3:01:00 PM CDT,AAON,Q2,0.42,0.3,Verified
8/8/22,8/8/22,After Market,3:01:00 PM CDT,CARG,Q2,0.112,0.32,Verified
8/8/22,8/8/22,After Market,3:01:00 PM CDT,CLDX,Q2,-0.433,-0.77,Verified
8/8/22,8/8/22,After Market,3:01:00 PM CDT,DNLI,Q2,-0.515,-0.48,Verified
8/8/22,8/8/22,After Market,3:01:00 PM CDT,LGND,Q2,0.115,1.03,Verified
8/8/22,8/8/22,After Market,3:01:00 PM CDT,PRAX,Q2,-1.298,-1.32,Verified
8/8/22,8/8/22,After Market,3:05:00 PM CDT,ACAD,Q2,-0.248,-0.21,Verified
8/8/22,8/8/22,After Market,3:05:00 PM CDT,ACM,Q3,0.83,0.86,Verified
8/8/22,8/8/22,After Market,3:05:00 PM CDT,AGM,Q2,<empty>,2.83,Verified
8/8/22,8/8/22,After Market,3:05:00 PM CDT,AMPH,Q2,0.295,0.39,Verified
8/8/22,8/8/22,After Market,3:05:00 PM CDT,ANAB,Q2,-0.947,-1.15,Verified
8/8/22,8/8/22,After Market,3:05:00 PM CDT,APLS,Q2,-1.43,-1.46,Verified
8/8/22,8/8/22,After Market,3:05:00 PM CDT,CSTL,Q2,-0.575,-0.06,Verified
8/8/22,8/8/22,After Market,3:05:00 PM CDT,DOCN,Q2,-0.029,0.2,Verified
8/8/22,8/8/22,After Market,3:05:00 PM CDT,EVCM,Q2,0.06,-0.07,Verified
8/8/22,8/8/22,After Market,3:05:00 PM CDT,FRPT,Q2,-0.14,-0.45,Verified
8/8/22,8/8/22,After Market,3:05:00 PM CDT,ICUI,Q2,1.36,1.37,Verified
8/8/22,8/8/22,After Market,3:05:00 PM CDT,SKT,Q2,0.417,0.45,Verified
8/8/22,8/8/22,After Market,3:05:00 PM CDT,SNDX,Q2,-0.653,-0.62,Verified
8/8/22,8/8/22,After Market,3:05:00 PM CDT,TERN,Q2,-0.63,-0.55,Verified
8/8/22,8/8/22,After Market,3:05:00 PM CDT,TREX,Q2,0.675,0.79,Verified
8/8/22,8/8/22,After Market,3:05:00 PM CDT,TTWO,Q1,0.525,0.76,Verified
8/8/22,8/8/22,After Market,3:05:00 PM CDT,TXG,Q2,-0.396,-0.57,Verified
8/8/22,8/8/22,After Market,3:05:00 PM CDT,UPST,Q2,-0.328,0.01,Verified
8/8/22,8/8/22,After Market,3:05:00 PM CDT,VECO,Q2,0.213,0.35,Verified
8/8/22,8/8/22,After Market,3:05:00 PM CDT,VSAT,Q1,-0.49,0.14,Verified
8/8/22,8/8/22,After Market,3:10:00 PM CDT,BWXT,Q2,0.73,0.82,Verified
8/8/22,8/8/22,After Market,3:15:00 PM CDT,BKD,Q2,-0.41,-0.45,Verified
8/8/22,8/8/22,After Market,3:15:00 PM CDT,ESE,Q3,0.86,0.89,Verified
8/8/22,8/8/22,After Market,3:15:00 PM CDT,FSK,Q2,0.65,-0.92,Verified
8/8/22,8/8/22,After Market,3:15:00 PM CDT,HIMS,Q2,-0.102,-0.1,Verified
8/8/22,8/8/22,After Market,3:15:00 PM CDT,HLIO,Q2,1.183,1.18,Verified
8/8/22,8/8/22,After Market,3:15:00 PM CDT,IFF,Q2,1.418,0.99,Verified
8/8/22,8/8/22,After Market,3:15:00 PM CDT,NNI,Q2,<empty>,1.44,Verified
8/8/22,8/8/22,After Market,3:15:00 PM CDT,NWS,Q4,<empty>,0.37,Verified
8/8/22,8/8/22,After Market,3:15:00 PM CDT,NWSA,Q4,0.11,0.37,Verified
8/8/22,8/8/22,After Market,3:15:00 PM CDT,OKE,Q2,0.844,0.92,Verified
8/8/22,8/8/22,After Market,3:15:00 PM CDT,PARR,Q2,1.897,3.31,Verified
8/8/22,8/8/22,After Market,3:15:00 PM CDT,PCVX,Q2,-0.69,-0.8,Verified
8/8/22,8/8/22,After Market,3:15:00 PM CDT,PFG,Q2,1.39,1.65,Verified
8/8/22,8/8/22,After Market,3:15:00 PM CDT,PRDO,Q2,0.37,0.42,Verified
8/8/22,8/8/22,After Market,3:15:00 PM CDT,PRI,Q2,3.02,2.86,Verified
8/8/22,8/8/22,After Market,3:15:00 PM CDT,QLYS,Q2,0.505,0.89,Verified
8/8/22,8/8/22,After Market,3:15:00 PM CDT,SRRK,Q2,-1.032,-1.06,Verified
8/8/22,8/8/22,After Market,3:15:00 PM CDT,VAC,Q2,2.28,2.87,Verified
8/8/22,8/8/22,After Market,3:16:00 PM CDT,AIG,Q2,1.23,1.19,Verified
8/8/22,8/8/22,After Market,3:16:00 PM CDT,PRA,Q2,0.07,0.3,Verified
8/8/22,8/8/22,After Market,3:17:00 PM CDT,ROOT,Q2,-0.485,-0.36,Verified
8/8/22,8/8/22,After Market,3:20:00 PM CDT,NE,Q2,<empty>,0.4,Verified
8/8/22,8/8/22,After Market,3:24:00 PM CDT,PNTG,Q2,0.08,0.14,Verified
8/8/22,8/8/22,After Market,3:30:00 PM CDT,CBT,Q3,1.528,1.73,Verified
8/8/22,8/8/22,After Market,3:30:00 PM CDT,HCI,Q2,0.2,-0.71,Verified
8/8/22,8/8/22,After Market,3:33:00 PM CDT,METC,Q2,1.7,0.74,Verified
8/8/22,8/8/22,After Market,3:35:00 PM CDT,LMND,Q2,-1.36,-1.1,Verified
8/8/22,8/8/22,After Market,4:00:00 PM CDT,HBM,Q2,0.108,0.12,Verified
8/8/22,8/8/22,After Market,4:00:00 PM CDT,NHI,Q2,1.213,0.71,Verified
8/8/22,8/8/22,After Market,4:19:00 PM CDT,INBX,Q2,-0.84,-0.97,Verified
8/8/22,8/8/22,After Market,4:27:00 PM CDT,PRIM,Q2,0.59,0.48,Verified
8/9/22,8/9/22,Unspecified,12:00:00 AM CDT,SKM,Q2,<empty>,<empty>,Verified
8/9/22,8/9/22,Unspecified,4:00:00 AM CDT,GFS,Q2,0.342,0.58,Verified
8/9/22,8/9/22,Before Market,5:00:00 AM CDT,INGR,Q2,<empty>,2.12,Verified
8/9/22,8/9/22,Before Market,5:00:00 AM CDT,LPX,Q2,4.383,4.19,Verified
8/9/22,8/9/22,Before Market,5:00:00 AM CDT,PAX,Q2,0.18,0.2,Verified
8/9/22,8/9/22,Before Market,5:00:00 AM CDT,RDNT,Q2,0.045,0.15,Verified
8/9/22,8/9/22,Before Market,5:30:00 AM CDT,ARMK,Q3,0.233,0.25,Verified
8/9/22,8/9/22,Before Market,5:30:00 AM CDT,BEAM,Q2,-1.08,-1.02,Verified
8/9/22,8/9/22,Before Market,5:30:00 AM CDT,ESAB,Q2,0.99,1.14,Verified
8/9/22,8/9/22,Before Market,5:30:00 AM CDT,PLNT,Q2,0.377,0.38,Verified
8/9/22,8/9/22,Before Market,5:30:00 AM CDT,PRGO,Q2,0.44,0.43,Verified
8/9/22,8/9/22,Before Market,5:40:00 AM CDT,HR,Q2,0.446,0.45,Verified
8/9/22,8/9/22,Before Market,5:45:00 AM CDT,CPRI,Q1,1.342,1.5,Verified
8/9/22,8/9/22,Before Market,5:45:00 AM CDT,INSW,Q2,1.215,1.38,Verified
8/9/22,8/9/22,Before Market,5:55:00 AM CDT,EMR,Q3,1.294,1.38,Verified
8/9/22,8/9/22,Unspecified,5:55:00 AM CDT,H,Q2,-0.013,0.46,Verified
8/9/22,8/9/22,Before Market,5:59:00 AM CDT,NOVT,Q2,0.72,0.78,Verified
8/9/22,8/9/22,Before Market,6:00:00 AM CDT,AVDL,Q2,-0.407,-1.07,Verified
8/9/22,8/9/22,Before Market,6:00:00 AM CDT,AXSM,Q2,-1.188,-1.06,Verified
8/9/22,8/9/22,Before Market,6:00:00 AM CDT,BSY,Q2,0.13,0.22,Verified
8/9/22,8/9/22,Before Market,6:00:00 AM CDT,COGT,Q2,-0.635,-0.71,Verified
8/9/22,8/9/22,Before Market,6:00:00 AM CDT,FWRG,Q2,0.038,0.05,Verified
8/9/22,8/9/22,Before Market,6:00:00 AM CDT,IONS,Q2,-0.608,-0.74,Verified
8/9/22,8/9/22,Before Market,6:00:00 AM CDT,KYMR,Q2,-0.682,-0.78,Verified
8/9/22,8/9/22,Before Market,6:00:00 AM CDT,NEO,Q2,-0.282,-0.16,Verified
8/9/22,8/9/22,Before Market,6:00:00 AM CDT,ONDS,Q2,-0.285,-0.27,Verified
8/9/22,8/9/22,Before Market,6:00:00 AM CDT,REYN,Q2,0.257,0.26,Verified
8/9/22,8/9/22,Before Market,6:00:00 AM CDT,VERX,Q2,0.018,0.06,Verified
8/9/22,8/9/22,Before Market,6:15:00 AM CDT,TDG,Q3,3.98,4.85,Verified
8/9/22,8/9/22,Before Market,6:19:00 AM CDT,CIFR,Q2,<empty>,-0.08,Verified
8/9/22,8/9/22,Before Market,6:30:00 AM CDT,DSGR,Q2,<empty>,0.36,Verified
8/9/22,8/9/22,Before Market,6:30:00 AM CDT,HGV,Q2,0.805,0.6,Verified
8/9/22,8/9/22,Before Market,6:30:00 AM CDT,NCLH,Q2,-0.868,-1.14,Verified
8/9/22,8/9/22,Before Market,6:30:00 AM CDT,WMG,Q3,0.178,0.24,Verified
8/9/22,8/9/22,Before Market,6:50:00 AM CDT,GILT,Q2,<empty>,0.03,Verified
8/9/22,8/9/22,Before Market,7:00:00 AM CDT,PAR,Q2,-0.475,-0.36,Verified
8/9/22,8/9/22,Before Market,7:00:00 AM CDT,SYY,Q4,1.119,1.15,Verified
8/9/22,8/9/22,Before Market,7:00:00 AM CDT,TPG,Q2,0.278,0.46,Verified
8/9/22,8/9/22,Before Market,7:01:00 AM CDT,RL,Q1,1.722,1.73,Verified
8/9/22,8/9/22,Before Market,7:30:00 AM CDT,XPEL,Q2,0.33,0.43,Verified
8/9/22,8/9/22,Before Market,8:00:00 AM CDT,TNC,Q2,<empty>,0.92,Verified
8/9/22,8/9/22,During Market,12:16:00 PM CDT,RNA,Q2,-0.737,-0.92,Verified
8/9/22,8/9/22,After Market,3:00:00 PM CDT,AKAM,Q2,1.023,1.35,Verified
8/9/22,8/9/22,After Market,3:00:00 PM CDT,CELH,Q2,0.077,0.12,Verified
8/9/22,8/9/22,After Market,3:00:00 PM CDT,CLSK,Q3,0.02,-0.39,Verified
8/9/22,8/9/22,After Market,3:01:00 PM CDT,AXON,Q2,0.088,0.44,Verified
8/9/22,8/9/22,After Market,3:01:00 PM CDT,HALO,Q2,0.473,0.53,Verified
8/9/22,8/9/22,After Market,3:01:00 PM CDT,HROW,Q2,<empty>,-0.23,Verified
8/9/22,8/9/22,After Market,3:01:00 PM CDT,RRR,Q2,0.52,0.26,Verified
8/9/22,8/9/22,After Market,3:01:00 PM CDT,TTD,Q2,0.02,0.2,Verified
8/9/22,8/9/22,After Market,3:01:00 PM CDT,XENE,Q2,-0.488,-0.55,Verified
8/9/22,8/9/22,After Market,3:02:00 PM CDT,ALRM,Q2,0.215,0.49,Verified
8/9/22,8/9/22,After Market,3:02:00 PM CDT,RVMD,Q2,-0.868,-0.82,Verified
8/9/22,8/9/22,After Market,3:02:00 PM CDT,WYNN,Q2,-0.942,-0.82,Verified
8/9/22,8/9/22,After Market,3:03:00 PM CDT,BE,Q2,-0.326,-0.2,Verified
8/9/22,8/9/22,After Market,3:05:00 PM CDT,ARLO,Q2,-0.17,0.01,Verified
8/9/22,8/9/22,After Market,3:05:00 PM CDT,CENX,Q2,0.71,0.3,Verified
8/9/22,8/9/22,After Market,3:05:00 PM CDT,EXEL,Q2,0.198,0.28,Verified
8/9/22,8/9/22,After Market,3:05:00 PM CDT,FLYW,Q2,-0.173,-0.22,Verified
8/9/22,8/9/22,After Market,3:05:00 PM CDT,GBDC,Q3,0.3,0.09,Verified
8/9/22,8/9/22,After Market,3:05:00 PM CDT,HRB,Q4,1.263,1.43,Verified
8/9/22,8/9/22,After Market,3:05:00 PM CDT,ICHR,Q2,0.72,0.98,Verified
8/9/22,8/9/22,After Market,3:05:00 PM CDT,IPAR,Q2,0.977,0.86,Verified
8/9/22,8/9/22,After Market,3:05:00 PM CDT,MASI,Q2,1.193,1.35,Verified
8/9/22,8/9/22,After Market,3:05:00 PM CDT,MGNI,Q2,0.08,0.14,Verified
8/9/22,8/9/22,After Market,3:05:00 PM CDT,ONTO,Q2,1.257,1.28,Verified
8/9/22,8/9/22,After Market,3:05:00 PM CDT,RBLX,Q2,-0.232,-0.3,Verified
8/9/22,8/9/22,After Market,3:05:00 PM CDT,SMCI,Q4,2.17,2.62,Verified
8/9/22,8/9/22,After Market,3:05:00 PM CDT,U,Q2,-0.52,-0.18,Verified
8/9/22,8/9/22,Unspecified,3:05:00 PM CDT,VVX,Q2,1.055,1.41,Verified
8/9/22,8/9/22,After Market,3:05:00 PM CDT,ZLAB,Q2,-0.937,-1.44,Verified
8/9/22,8/9/22,After Market,3:07:00 PM CDT,BLFS,Q2,-0.185,-1.71,Verified
8/9/22,8/9/22,After Market,3:10:00 PM CDT,IAC,Q2,-0.276,-10.02,Verified
8/9/22,8/9/22,After Market,3:10:00 PM CDT,REAL,Q2,-0.573,-0.4,Verified
8/9/22,8/9/22,After Market,3:10:00 PM CDT,XP,Q2,0.32,<empty>,Verified
8/9/22,8/9/22,After Market,3:11:00 PM CDT,COIN,Q2,-3.044,-4.98,Verified
8/9/22,8/9/22,After Market,3:15:00 PM CDT,DLB,Q3,0.37,0.68,Verified
8/9/22,8/9/22,After Market,3:15:00 PM CDT,JXN,Q2,1.76,2.52,Verified
8/9/22,8/9/22,After Market,3:15:00 PM CDT,SAIL,Q2,-0.22,-0.02,Verified
